,Region,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Dependancy ratio
335,Low-income countries,1997,  67 139,  54 977,  46 260,  38 648,  32 150,  27 298,  22 307,  18 319,  14 807,  12 071,  10 185,  8 247,  6 426,  4 720,  3 191,  1 820,   820,   274,   61,   9,1,94.12698713
336,Low-income countries,1998,  68 695,  56 518,  47 802,  39 843,  32 926,  27 953,  22 995,  18 793,  15 338,  12 308,  10 424,  8 426,  6 608,  4 833,  3 273,  1 879,   848,   284,   65,   10,1,94.16886603
337,Low-income countries,1999,  70 257,  58 055,  49 325,  41 097,  33 901,  28 614,  23 728,  19 323,  15 856,  12 644,  10 639,  8 624,  6 793,  4 957,  3 358,  1 942,   882,   296,   70,   11,1,94.00344431
338,Low-income countries,2000,  71 769,  59 606,  50 749,  42 358,  34 931,  29 237,  24 451,  19 864,  16 332,  13 000,  10 854,  8 836,  6 971,  5 088,  3 447,  2 007,   919,   312,   76,   13,2,93.78874197
339,Low-income countries,2001,  73 270,  61 238,  52 134,  43 691,  36 018,  29 887,  25 174,  20 454,  16 814,  13 404,  11 040,  9 065,  7 145,  5 230,  3 539,  2 073,   959,   328,   82,   15,2,93.50099044
340,Low-income countries,2002,  75 113,  63 041,  53 677,  45 229,  37 259,  30 663,  25 946,  21 163,  17 328,  13 925,  11 226,  9 328,  7 329,  5 398,  3 640,  2 143,  1 001,   344,   87,   16,2,93.19376791
341,Low-income countries,2003,  77 114,  64 834,  55 314,  46 849,  38 569,  31 564,  26 699,  21 910,  17 846,  14 486,  11 491,  9 579,  7 516,  5 577,  3 749,  2 213,  1 042,   360,   91,   17,2,92.84980493
342,Low-income countries,2004,  79 011,  66 527,  56 914,  48 401,  39 873,  32 577,  27 386,  22 643,  18 375,  15 003,  11 829,  9 792,  7 706,  5 748,  3 860,  2 283,  1 081,   378,   96,   18,3,92.43673461
343,Low-income countries,2005,  80 921,  68 218,  58 589,  49 914,  41 253,  33 719,  28 097,  23 418,  18 945,  15 498,  12 201,  10 019,  7 913,  5 917,  3 976,  2 355,  1 121,   396,   101,   19,3,91.96517591
344,Low-income countries,2006,  82 946,  69 952,  60 363,  51 454,  42 788,  35 010,  28 905,  24 244,  19 595,  16 019,  12 633,  10 231,  8 147,  6 086,  4 105,  2 430,  1 163,   414,   106,   20,3,91.39183595
345,Low-income countries,2007,  85 049,  71 803,  62 105,  52 987,  44 358,  36 319,  29 735,  25 045,  20 310,  16 528,  13 144,  10 414,  8 392,  6 250,  4 245,  2 507,  1 204,   431,   110,   21,3,90.86302903
346,Low-income countries,2008,  87 189,  73 754,  63 776,  54 518,  45 872,  37 575,  30 606,  25 777,  21 030,  17 021,  13 676,  10 656,  8 617,  6 409,  4 387,  2 584,  1 244,   445,   112,   21,3,90.41889713
347,Low-income countries,2009,  89 343,  75 746,  65 467,  56 097,  47 375,  38 858,  31 624,  26 476,  21 770,  17 549,  14 183,  10 982,  8 819,  6 580,  4 528,  2 664,  1 287,   460,   115,   21,3,89.94698881
348,Low-income countries,2010,  91 487,  77 774,  67 186,  57 760,  48 827,  40 174,  32 735,  27 178,  22 538,  18 114,  14 669,  11 342,  9 036,  6 769,  4 670,  2 750,  1 332,   477,   119,   21,3,89.45135186
349,Low-income countries,2011,  93 550,  79 851,  68 911,  59 496,  50 269,  41 561,  33 914,  27 914,  23 315,  18 728,  15 160,  11 746,  9 231,  6 978,  4 810,  2 844,  1 378,   495,   124,   22,3,88.88987516
350,Low-income countries,2012,  95 495,  81 990,  70 738,  61 154,  51 650,  42 930,  35 069,  28 644,  24 049,  19 393,  15 630,  12 220,  9 395,  7 196,  4 946,  2 946,  1 424,   513,   127,   23,3,88.42861108
351,Low-income countries,2013,  97 317,  84 171,  72 669,  62 661,  52 891,  44 146,  36 101,  29 370,  24 684,  20 046,  16 072,  12 707,  9 611,  7 395,  5 080,  3 050,  1 470,   531,   130,   22,3,88.17626149
352,Low-income countries,2014,  99 035,  86 346,  74 649,  64 211,  54 152,  45 310,  37 115,  30 204,  25 264,  20 701,  16 541,  13 166,  9 903,  7 575,  5 223,  3 155,  1 518,   549,   132,   21,3,87.88217672
353,Low-income countries,2015,  100 702,  88 502,  76 670,  65 865,  55 587,  46 495,  38 206,  31 156,  25 861,  21 394,  17 052,  13 608,  10 231,  7 770,  5 384,  3 263,  1 572,   569,   136,   21,3,87.44413526
354,Low-income countries,2016,  102 404,  90 618,  78 777,  67 640,  57 257,  47 791,  39 446,  32 225,  26 526,  22 118,  17 626,  14 066,  10 608,  7 949,  5 566,  3 375,  1 633,   590,   141,   21,3,86.8100978
355,Low-income countries,2017,  104 156,  92 650,  80 962,  69 574,  59 002,  49 191,  40 800,  33 362,  27 244,  22 839,  18 277,  14 521,  11 061,  8 108,  5 761,  3 489,  1 704,   614,   147,   22,3,86.04832799
356,Low-income countries,2018,  106 009,  94 594,  83 188,  71 632,  60 773,  50 715,  42 235,  34 544,  28 068,  23 533,  18 959,  14 978,  11 548,  8 327,  5 949,  3 607,  1 780,   639,   154,   23,3,85.23458815
357,Low-income countries,2019,  108 051,  96 469,  85 425,  73 773,  62 696,  52 409,  43 750,  35 803,  29 062,  24 214,  19 670,  15 479,  12 020,  8 621,  6 124,  3 734,  1 859,   667,   162,   24,3,84.34794442
358,Low-income countries,2020,  110 226,  98 290,  87 638,  75 924,  64 675,  54 238,  45 262,  37 121,  30 158,  24 901,  20 405,  16 005,  12 453,  8 924,  6 291,  3 859,  1 929,   692,   168,   24,3,83.44467702
359,Low-income countries,2021,  112 454,  100 094,  89 774,  78 073,  66 608,  56 117,  46 737,  38 480,  31 293,  25 597,  21 122,  16 551,  12 860,  9 231,  6 405,  3 970,  1 982,   709,   172,   25,3,82.55866086
360,Sudan,1950,  1 151,   896,   759,   650,   555,   473,   362,   292,   246,   201,   164,   141,   114,   85,   57,   31,   11,   3,   1,   0,0,93.58318156
361,Sudan,1951,  1 189,   926,   779,   668,   570,   485,   383,   299,   253,   207,   168,   143,   117,   87,   58,   32,   12,   3,   1,   0,0,93.80437796
362,Sudan,1952,  1 228,   959,   799,   686,   585,   498,   404,   307,   259,   213,   172,   144,   119,   89,   60,   33,   13,   3,   1,   0,0,94.02820636
363,Sudan,1953,  1 269,   991,   821,   705,   601,   511,   426,   315,   265,   220,   177,   146,   121,   91,   61,   35,   14,   4,   1,   0,0,94.27924613
364,Sudan,1954,  1 314,  1 022,   845,   723,   616,   524,   444,   328,   272,   226,   182,   148,   123,   93,   63,   36,   15,   4,   1,   0,0,94.58968785
365,Sudan,1955,  1 360,  1 054,   871,   742,   632,   537,   456,   347,   278,   233,   188,   151,   125,   95,   65,   37,   16,   4,   1,   0,0,94.9584074
366,Sudan,1956,  1 404,  1 090,   901,   762,   649,   551,   468,   367,   285,   239,   194,   154,   126,   97,   66,   38,   17,   4,   1,   0,0,95.34753289
367,Sudan,1957,  1 448,  1 126,   932,   781,   666,   565,   480,   388,   292,   245,   199,   158,   128,   99,   68,   39,   17,   5,   1,   0,0,95.73281235
368,Sudan,1958,  1 492,  1 164,   962,   801,   683,   579,   491,   408,   299,   251,   205,   162,   129,   101,   70,   40,   18,   5,   1,   0,0,96.13198051
369,Sudan,1959,  1 536,  1 205,   990,   822,   700,   593,   502,   423,   311,   256,   211,   166,   131,   103,   71,   41,   19,   6,   1,   0,0,96.5134153
370,Sudan,1960,  1 583,  1 248,  1 020,   847,   717,   607,   514,   434,   329,   262,   217,   171,   133,   104,   72,   42,   19,   6,   1,   0,0,96.83073084
371,Sudan,1961,  1 632,  1 289,  1 054,   875,   735,   622,   526,   445,   347,   268,   222,   176,   136,   105,   74,   43,   20,   6,   1,   0,0,97.08257706
372,Sudan,1962,  1 685,  1 332,  1 089,   905,   753,   638,   540,   456,   366,   274,   227,   182,   139,   106,   75,   44,   20,   7,   1,   0,0,97.33218925
373,Sudan,1963,  1 744,  1 375,  1 127,   935,   773,   655,   553,   467,   385,   281,   233,   187,   143,   108,   77,   45,   21,   7,   1,   0,0,97.68543344
374,Sudan,1964,  1 809,  1 419,  1 169,   964,   795,   672,   567,   478,   400,   293,   238,   192,   147,   109,   78,   46,   21,   7,   1,   0,0,98.17795646
375,Sudan,1965,  1 879,  1 465,  1 212,   995,   820,   689,   582,   490,   411,   310,   244,   198,   151,   111,   79,   47,   22,   7,   1,   0,0,98.65461855
376,Sudan,1966,  1 950,  1 510,  1 252,  1 027,   846,   706,   595,   502,   421,   326,   249,   202,   155,   113,   80,   48,   22,   7,   1,   0,0,99.08617617
377,Sudan,1967,  2 023,  1 559,  1 290,  1 060,   873,   722,   609,   513,   430,   343,   255,   207,   160,   115,   80,   49,   23,   8,   2,   0,0,99.55053034
378,Sudan,1968,  2 094,  1 613,  1 330,  1 095,   901,   739,   624,   525,   440,   361,   260,   211,   164,   118,   81,   50,   23,   8,   2,   0,0,99.9670415
379,Sudan,1969,  2 164,  1 671,  1 371,  1 134,   927,   759,   639,   537,   450,   374,   270,   216,   169,   121,   82,   50,   24,   8,   2,   0,0,100.3394362
380,Sudan,1970,  2 234,  1 733,  1 412,  1 173,   955,   781,   654,   549,   460,   383,   285,   220,   173,   125,   83,   51,   24,   8,   2,   0,0,100.6918818
381,Sudan,1971,  2 307,  1 801,  1 457,  1 212,   986,   806,   670,   563,   471,   393,   301,   225,   177,   128,   85,   51,   25,   8,   2,   0,0,101.0515261
382,Sudan,1972,  2 381,  1 873,  1 508,  1 252,  1 020,   835,   687,   578,   483,   403,   318,   231,   182,   132,   87,   52,   25,   9,   2,   0,0,101.3653368
383,Sudan,1973,  2 456,  1 945,  1 564,  1 295,  1 058,   865,   707,   595,   496,   414,   335,   237,   186,   137,   90,   53,   26,   9,   2,   0,0,101.514153
384,Sudan,1974,  2 538,  2 022,  1 629,  1 345,  1 111,   905,   737,   615,   510,   423,   348,   248,   193,   142,   93,   54,   27,   9,   2,   0,0,101.2544211
385,Sudan,1975,  2 628,  2 107,  1 699,  1 402,  1 176,   959,   777,   638,   523,   431,   355,   262,   201,   148,   96,   56,   27,   10,   2,   0,0,100.7262781
386,Sudan,1976,  2 721,  2 196,  1 775,  1 458,  1 239,  1 017,   821,   664,   539,   440,   361,   277,   209,   154,   100,   57,   28,   10,   2,   0,0,100.2898905
387,Sudan,1977,  2 821,  2 288,  1 855,  1 517,  1 302,  1 080,   870,   692,   556,   449,   367,   291,   216,   160,   104,   59,   29,   10,   2,   0,0,99.83839586
388,Sudan,1978,  2 933,  2 380,  1 936,  1 582,  1 366,  1 148,   925,   724,   575,   458,   373,   305,   223,   167,   107,   61,   29,   10,   2,   0,0,99.34199764
389,Sudan,1979,  3 059,  2 471,  2 018,  1 651,  1 430,  1 220,   980,   761,   595,   469,   378,   314,   234,   175,   111,   64,   30,   11,   2,   0,0,98.8696155
390,Sudan,1980,  3 194,  2 563,  2 104,  1 724,  1 494,  1 294,  1 040,   803,   618,   480,   384,   320,   248,   182,   116,   66,   31,   11,   2,   0,0,98.40336892
391,Sudan,1981,  3 336,  2 658,  2 195,  1 802,  1 557,  1 365,  1 104,   850,   644,   493,   391,   325,   261,   189,   121,   68,   32,   11,   2,   0,0,97.96601918
392,Sudan,1982,  3 478,  2 755,  2 286,  1 879,  1 613,  1 427,  1 167,   900,   672,   510,   399,   330,   273,   196,   126,   71,   33,   12,   3,   0,0,97.70665327
393,Sudan,1983,  3 587,  2 846,  2 371,  1 943,  1 648,  1 462,  1 216,   946,   704,   532,   411,   335,   281,   200,   131,   73,   34,   12,   3,   0,0,97.65709175
394,Sudan,1984,  3 657,  2 930,  2 430,  1 985,  1 663,  1 477,  1 255,   982,   731,   547,   419,   338,   288,   206,   135,   75,   34,   12,   3,   0,0,97.91419016
395,Sudan,1985,  3 716,  3 014,  2 468,  2 015,  1 676,  1 488,  1 290,  1 013,   751,   552,   419,   339,   295,   217,   139,   76,   35,   12,   3,   0,0,98.3992461
396,Sudan,1986,  3 782,  3 103,  2 509,  2 047,  1 691,  1 494,  1 319,  1 048,   774,   557,   419,   341,   302,   228,   143,   79,   36,   12,   3,   0,0,99.04470823
397,Sudan,1987,  3 841,  3 191,  2 555,  2 078,  1 706,  1 494,  1 340,  1 080,   798,   563,   418,   340,   307,   240,   146,   81,   37,   12,   3,   0,0,99.8244643
398,Sudan,1988,  3 855,  3 262,  2 610,  2 104,  1 711,  1 487,  1 349,  1 106,   818,   567,   415,   336,   307,   249,   146,   81,   36,   12,   3,   0,0,100.5468514
399,Sudan,1989,  3 876,  3 328,  2 679,  2 132,  1 722,  1 483,  1 355,  1 135,   840,   576,   413,   333,   307,   258,   148,   82,   36,   12,   3,   0,0,101.229949
400,Sudan,1990,  3 921,  3 396,  2 760,  2 167,  1 747,  1 491,  1 363,  1 167,   868,   592,   415,   332,   310,   266,   157,   85,   38,   13,   3,   0,0,101.7783783
401,Sudan,1991,  3 962,  3 456,  2 842,  2 205,  1 776,  1 503,  1 366,  1 193,   898,   610,   418,   331,   312,   273,   166,   88,   39,   13,   3,   0,0,102.1763893
402,Sudan,1992,  3 996,  3 503,  2 921,  2 244,  1 804,  1 515,  1 366,  1 212,   926,   630,   421,   330,   312,   278,   175,   90,   40,   13,   3,   0,0,102.4067143
403,Sudan,1993,  4 021,  3 550,  3 018,  2 316,  1 838,  1 526,  1 364,  1 228,   962,   661,   433,   330,   306,   279,   184,   91,   41,   13,   3,   0,0,102.1470689
404,Sudan,1994,  4 057,  3 608,  3 133,  2 427,  1 889,  1 546,  1 366,  1 246,  1 010,   705,   459,   334,   297,   278,   192,   95,   42,   14,   3,   0,0,101.2572132
405,Sudan,1995,  4 103,  3 662,  3 240,  2 554,  1 951,  1 577,  1 374,  1 259,  1 056,   753,   491,   344,   291,   276,   199,   101,   44,   14,   3,   0,0,99.93680993
406,Sudan,1996,  4 146,  3 703,  3 333,  2 685,  2 019,  1 615,  1 385,  1 266,  1 094,   801,   527,   356,   287,   270,   205,   107,   46,   14,   3,   0,0,98.28217961
407,Sudan,1997,  4 193,  3 747,  3 409,  2 817,  2 100,  1 661,  1 402,  1 272,  1 126,   850,   567,   371,   287,   262,   210,   114,   47,   15,   3,   0,0,96.36043355
408,Sudan,1998,  4 232,  3 793,  3 472,  2 941,  2 195,  1 711,  1 421,  1 276,  1 151,   897,   609,   391,   288,   253,   212,   121,   48,   16,   3,   0,0,94.32986553
409,Sudan,1999,  4 284,  3 835,  3 531,  3 056,  2 308,  1 765,  1 444,  1 282,  1 170,   944,   651,   415,   293,   247,   212,   127,   50,   16,   3,   0,0,92.31625854
410,Sudan,2000,  4 362,  3 881,  3 584,  3 163,  2 434,  1 827,  1 476,  1 292,  1 185,   990,   697,   446,   302,   243,   211,   132,   54,   17,   3,   0,0,90.41369994
411,Sudan,2001,  4 449,  3 931,  3 627,  3 254,  2 559,  1 890,  1 510,  1 302,  1 193,  1 027,   745,   480,   314,   241,   208,   138,   59,   18,   3,   0,0,88.79600121
412,Sudan,2002,  4 540,  3 984,  3 672,  3 323,  2 676,  1 956,  1 546,  1 312,  1 195,  1 057,   791,   518,   329,   241,   203,   142,   63,   19,   3,   0,0,87.5222999
413,Sudan,2003,  4 627,  4 038,  3 721,  3 381,  2 785,  2 035,  1 583,  1 323,  1 196,  1 080,   836,   558,   347,   244,   198,   146,   68,   19,   4,   0,0,86.36852835
414,Sudan,2004,  4 699,  4 102,  3 766,  3 440,  2 891,  2 136,  1 628,  1 341,  1 199,  1 098,   881,   597,   370,   249,   194,   146,   71,   20,   4,   0,0,85.05036142
415,Sudan,2005,  4 761,  4 180,  3 812,  3 498,  3 001,  2 260,  1 687,  1 370,  1 208,  1 112,   923,   640,   397,   256,   190,   145,   75,   22,   4,   0,0,83.53860229
416,Sudan,2006,  4 841,  4 268,  3 864,  3 552,  3 109,  2 398,  1 760,  1 412,  1 223,  1 122,   961,   685,   430,   267,   189,   144,   78,   24,   5,   0,0,82.1522579
417,Sudan,2007,  4 958,  4 364,  3 919,  3 607,  3 203,  2 539,  1 846,  1 461,  1 243,  1 132,   994,   732,   466,   282,   191,   141,   81,   27,   5,   0,0,81.09650046
418,Sudan,2008,  5 109,  4 456,  3 976,  3 661,  3 278,  2 670,  1 944,  1 513,  1 264,  1 140,  1 021,   777,   505,   299,   194,   139,   84,   29,   5,   0,0,80.41078775
419,Sudan,2009,  5 288,  4 537,  4 043,  3 706,  3 343,  2 788,  2 054,  1 566,  1 287,  1 148,  1 042,   823,   544,   321,   199,   137,   85,   31,   6,   0,0,80.03828118
420,Sudan,2010,  5 482,  4 607,  4 120,  3 737,  3 375,  2 874,  2 159,  1 613,  1 310,  1 153,  1 054,   863,   583,   345,   206,   135,   85,   32,   6,   0,0,80.23172429
421,Sudan,2011,  5 656,  4 686,  4 204,  3 762,  3 373,  2 923,  2 252,  1 655,  1 332,  1 156,  1 058,   895,   623,   373,   215,   134,   84,   33,   6,   0,0,80.88089378
422,Sudan,2012,  5 793,  4 796,  4 296,  3 802,  3 386,  2 966,  2 350,  1 711,  1 362,  1 164,  1 060,   923,   664,   404,   226,   135,   82,   35,   7,   0,0,81.35687727
423,Sudan,2013,  5 908,  4 941,  4 387,  3 857,  3 420,  3 009,  2 452,  1 787,  1 399,  1 177,  1 064,   946,   705,   437,   240,   138,   81,   36,   7,   0,0,81.63024162
424,Sudan,2014,  6 027,  5 119,  4 470,  3 941,  3 482,  3 077,  2 565,  1 893,  1 449,  1 199,  1 071,   966,   747,   472,   258,   142,   80,   37,   8,   0,0,81.47876581
425,Sudan,2015,  6 159,  5 319,  4 547,  4 047,  3 568,  3 161,  2 687,  2 021,  1 511,  1 231,  1 083,   983,   789,   510,   281,   149,   80,   37,   9,   1,0,81.07214981
426,Sudan,2016,  6 306,  5 509,  4 634,  4 158,  3 660,  3 239,  2 800,  2 157,  1 583,  1 272,  1 099,   995,   824,   549,   306,   157,   81,   37,   10,   1,0,80.74215042
427,Sudan,2017,  6 476,  5 665,  4 753,  4 275,  3 768,  3 334,  2 910,  2 301,  1 669,  1 322,  1 120,  1 006,   856,   590,   335,   167,   83,   38,   11,   1,0,80.30572277
428,Sudan,2018,  6 654,  5 798,  4 906,  4 382,  3 873,  3 434,  3 009,  2 441,  1 771,  1 376,  1 144,  1 017,   883,   630,   365,   179,   85,   38,   11,   2,0,80.01178504
429,Sudan,2019,  6 818,  5 924,  5 084,  4 461,  3 962,  3 512,  3 094,  2 565,  1 883,  1 430,  1 169,  1 027,   904,   670,   395,   193,   89,   38,   12,   2,0,80.07460009
430,Sudan,2020,  6 961,  6 056,  5 282,  4 528,  4 051,  3 583,  3 167,  2 679,  2 004,  1 489,  1 199,  1 038,   919,   705,   426,   210,   92,   37,   12,   2,0,80.23096037
431,Sudan,2021,  7 084,  6 204,  5 471,  4 608,  4 145,  3 661,  3 234,  2 785,  2 133,  1 555,  1 236,  1 051,   928,   734,   456,   227,   96,   37,   11,   2,0,80.21231741
432,South Africa,1950,  2 158,  1 678,  1 391,  1 243,  1 125,  1 021,   917,   796,   666,   538,   413,   314,   254,   201,   144,   97,   56,   24,   7,   1,0,78.98719535
433,South Africa,1951,  2 209,  1 736,  1 415,  1 267,  1 154,  1 043,   935,   814,   681,   549,   422,   319,   255,   201,   144,   96,   55,   23,   7,   1,0,79.11335043
434,South Africa,1952,  2 261,  1 801,  1 449,  1 287,  1 179,  1 063,   951,   831,   697,   563,   434,   326,   257,   202,   144,   94,   54,   23,   6,   1,0,79.53325145
435,South Africa,1953,  2 308,  1 880,  1 500,  1 303,  1 191,  1 076,   963,   846,   715,   581,   451,   337,   259,   202,   145,   93,   53,   22,   6,   1,0,80.42627658
436,South Africa,1954,  2 361,  1 952,  1 566,  1 320,  1 198,  1 083,   974,   860,   734,   601,   470,   350,   263,   203,   146,   93,   52,   22,   6,   1,0,81.50140634
437,South Africa,1955,  2 426,  2 006,  1 637,  1 346,  1 208,  1 093,   985,   874,   752,   621,   490,   365,   268,   204,   147,   93,   52,   22,   6,   1,0,82.41754238
438,South Africa,1956,  2 491,  2 057,  1 713,  1 380,  1 219,  1 104,   996,   887,   769,   640,   509,   381,   275,   207,   148,   93,   52,   22,   6,   1,0,83.21463365
439,South Africa,1957,  2 556,  2 109,  1 791,  1 425,  1 231,  1 114,  1 007,   900,   785,   659,   529,   398,   284,   209,   149,   94,   51,   22,   6,   1,0,83.89697589
440,South Africa,1958,  2 614,  2 165,  1 883,  1 477,  1 234,  1 116,  1 014,   910,   802,   682,   553,   417,   295,   213,   151,   95,   51,   22,   6,   1,0,84.72547974
441,South Africa,1959,  2 672,  2 224,  1 959,  1 543,  1 250,  1 122,  1 022,   921,   817,   702,   574,   437,   307,   217,   152,   97,   52,   22,   7,   1,0,85.13945883
442,South Africa,1960,  2 741,  2 279,  1 993,  1 626,  1 301,  1 150,  1 041,   936,   827,   710,   583,   452,   322,   223,   155,   98,   52,   22,   7,   1,0,84.61419234
443,South Africa,1961,  2 817,  2 344,  2 026,  1 713,  1 363,  1 182,  1 063,   954,   840,   720,   593,   467,   337,   231,   157,   99,   53,   23,   7,   1,0,84.04472092
444,South Africa,1962,  2 894,  2 424,  2 073,  1 796,  1 429,  1 211,  1 083,   971,   855,   734,   608,   484,   355,   240,   161,   101,   54,   23,   7,   1,0,83.74010133
445,South Africa,1963,  2 978,  2 502,  2 121,  1 880,  1 505,  1 246,  1 104,   990,   872,   748,   622,   500,   372,   251,   164,   102,   55,   23,   7,   1,0,83.38695778
446,South Africa,1964,  3 072,  2 575,  2 181,  1 949,  1 588,  1 287,  1 127,  1 009,   889,   762,   636,   515,   390,   264,   169,   104,   56,   23,   7,   1,0,83.24728794
447,South Africa,1965,  3 176,  2 646,  2 255,  2 002,  1 675,  1 335,  1 153,  1 028,   907,   777,   650,   530,   407,   278,   174,   105,   57,   24,   7,   1,0,83.36898274
448,South Africa,1966,  3 282,  2 720,  2 333,  2 050,  1 764,  1 393,  1 180,  1 049,   925,   792,   664,   544,   424,   292,   181,   108,   58,   24,   7,   1,0,83.52195788
449,South Africa,1967,  3 390,  2 797,  2 412,  2 098,  1 849,  1 461,  1 211,  1 070,   943,   807,   677,   558,   439,   307,   188,   110,   59,   25,   7,   1,0,83.6615481
450,South Africa,1968,  3 498,  2 879,  2 490,  2 147,  1 933,  1 537,  1 246,  1 092,   962,   823,   690,   571,   454,   323,   197,   113,   60,   25,   7,   1,0,83.75239734
451,South Africa,1969,  3 606,  2 971,  2 564,  2 206,  2 002,  1 619,  1 286,  1 114,   981,   840,   704,   585,   468,   338,   207,   116,   61,   26,   8,   1,0,83.84324469
452,South Africa,1970,  3 713,  3 073,  2 634,  2 278,  2 052,  1 704,  1 333,  1 139,  1 000,   858,   718,   597,   482,   353,   218,   120,   62,   26,   8,   1,0,83.9575211
453,South Africa,1971,  3 816,  3 162,  2 698,  2 354,  2 097,  1 790,  1 391,  1 167,  1 021,   876,   734,   611,   494,   366,   230,   125,   64,   27,   8,   1,0,83.75488998
454,South Africa,1972,  3 911,  3 237,  2 757,  2 434,  2 145,  1 876,  1 462,  1 200,  1 043,   896,   750,   625,   507,   379,   241,   131,   66,   28,   8,   1,0,83.15333713
455,South Africa,1973,  4 004,  3 313,  2 813,  2 513,  2 198,  1 961,  1 544,  1 239,  1 067,   916,   767,   640,   520,   391,   253,   137,   68,   28,   8,   1,0,82.43406152
456,South Africa,1974,  4 090,  3 394,  2 875,  2 583,  2 263,  2 032,  1 631,  1 285,  1 093,   936,   785,   654,   534,   403,   264,   145,   70,   29,   9,   1,0,81.76943008
457,South Africa,1975,  4 168,  3 482,  2 945,  2 645,  2 341,  2 085,  1 721,  1 337,  1 121,   957,   803,   669,   547,   414,   276,   153,   73,   30,   9,   2,0,81.18828555
458,South Africa,1976,  4 236,  3 581,  3 017,  2 702,  2 419,  2 132,  1 808,  1 397,  1 151,   979,   822,   684,   561,   426,   286,   161,   76,   31,   9,   2,0,80.69893462
459,South Africa,1977,  4 289,  3 672,  3 089,  2 763,  2 504,  2 185,  1 897,  1 470,  1 186,  1 002,   841,   701,   574,   438,   297,   170,   80,   32,   10,   2,0,79.8594172
460,South Africa,1978,  4 333,  3 747,  3 157,  2 833,  2 596,  2 248,  1 990,  1 556,  1 227,  1 026,   861,   719,   588,   450,   307,   178,   84,   33,   10,   2,0,78.62778167
461,South Africa,1979,  4 383,  3 821,  3 227,  2 903,  2 680,  2 321,  2 068,  1 647,  1 275,  1 052,   881,   738,   602,   461,   317,   187,   89,   34,   10,   2,0,77.51419194
462,South Africa,1980,  4 444,  3 893,  3 301,  2 975,  2 754,  2 408,  2 128,  1 741,  1 330,  1 080,   901,   756,   616,   473,   326,   195,   94,   36,   11,   2,0,76.55288577
463,South Africa,1981,  4 541,  3 949,  3 390,  3 080,  2 814,  2 468,  2 174,  1 828,  1 389,  1 106,   917,   773,   630,   484,   336,   203,   100,   38,   11,   2,0,75.99217003
464,South Africa,1982,  4 685,  3 992,  3 479,  3 236,  2 872,  2 493,  2 210,  1 906,  1 451,  1 131,   926,   788,   644,   495,   345,   211,   105,   40,   11,   2,0,75.69502299
465,South Africa,1983,  4 863,  4 031,  3 536,  3 446,  2 955,  2 499,  2 238,  1 982,  1 519,  1 156,   930,   803,   661,   506,   355,   219,   111,   42,   12,   2,0,75.20028267
466,South Africa,1984,  5 069,  4 089,  3 550,  3 699,  3 078,  2 487,  2 264,  2 046,  1 590,  1 184,   931,   815,   681,   519,   365,   226,   116,   45,   12,   2,0,74.53314688
467,South Africa,1985,  5 309,  4 164,  3 521,  3 998,  3 254,  2 458,  2 287,  2 093,  1 662,  1 215,   927,   825,   711,   537,   376,   233,   122,   47,   13,   2,0,73.72644287
468,South Africa,1986,  5 544,  4 359,  3 432,  4 179,  3 493,  2 514,  2 304,  2 148,  1 743,  1 272,   941,   834,   739,   553,   388,   240,   127,   50,   14,   2,0,72.93891902
469,South Africa,1987,  5 747,  4 672,  3 353,  4 161,  3 763,  2 690,  2 326,  2 214,  1 836,  1 357,   983,   847,   756,   565,   400,   247,   132,   53,   15,   2,0,72.54853955
470,South Africa,1988,  5 939,  4 952,  3 383,  4 068,  4 016,  2 906,  2 358,  2 269,  1 931,  1 445,  1 037,   864,   770,   579,   411,   255,   137,   56,   16,   3,0,72.61319396
471,South Africa,1989,  6 095,  5 184,  3 535,  3 919,  4 229,  3 158,  2 413,  2 319,  2 019,  1 534,  1 101,   883,   780,   594,   422,   262,   142,   59,   16,   3,0,72.96412905
472,South Africa,1990,  6 177,  5 383,  3 791,  3 742,  4 374,  3 429,  2 501,  2 358,  2 093,  1 622,  1 172,   906,   789,   612,   430,   270,   146,   61,   17,   3,0,73.48571307
473,South Africa,1991,  6 154,  5 595,  4 111,  3 555,  4 412,  3 679,  2 621,  2 369,  2 159,  1 704,  1 245,   926,   797,   629,   438,   279,   150,   64,   19,   3,0,74.32668481
474,South Africa,1992,  6 057,  5 804,  4 452,  3 442,  4 350,  3 895,  2 760,  2 354,  2 198,  1 768,  1 304,   944,   802,   650,   447,   288,   155,   67,   20,   3,0,75.33196856
475,South Africa,1993,  5 943,  5 968,  4 763,  3 472,  4 221,  4 082,  2 918,  2 334,  2 205,  1 820,  1 347,   964,   806,   673,   459,   296,   160,   69,   21,   3,0,75.94840067
476,South Africa,1994,  5 831,  6 087,  5 020,  3 632,  4 038,  4 231,  3 106,  2 338,  2 202,  1 866,  1 388,   995,   805,   693,   474,   303,   164,   71,   22,   4,0,75.89311793
477,South Africa,1995,  5 742,  6 136,  5 228,  3 903,  3 840,  4 322,  3 311,  2 376,  2 189,  1 898,  1 428,  1 031,   804,   708,   492,   309,   169,   73,   23,   4,0,75.22420307
